Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
27	Spectrogram 1	1	234.9937	65274.99371	65275.86054	755.245	1132.867	937.5	937.5	377.622	281.25	0.8668	0.7787	-795	634	795	E:\2020-winter\HP37P1B\20201213_062000.WAV	13-12-2020	06:23:55	13-12-2020	06:23:56	ISBA	1	0	
29	Spectrogram 1	1	134.8869	66134.88692	66135.39572	4489.51	7006.993	6000	5906.25	2517.483	1968.75	0.5088	0.4267	-724	464	724	E:\2020-winter\HP37P1B\20201213_064000.WAV	13-12-2020	06:42:15	13-12-2020	06:42:15	ABFL	1	0	
30	Spectrogram 1	1	184.0326	66424.03265	66424.2211	3062.937	5076.923	3468.75	3750	2013.986	1687.5	0.1885	0.1547	-358	362	362	E:\2020-winter\HP37P1B\20201213_064500.WAV	13-12-2020	06:48:04	13-12-2020	06:48:04	BNMO	1	0	
31	Spectrogram 1	1	179.5352	66419.53516	66419.79897	237.351	593.376	281.25	375	356.025	281.25	0.2638	0.2293	-508	512	512	E:\2020-winter\HP37P1B\20201213_064500.WAV	13-12-2020	06:48:00	13-12-2020	06:48:00	AEDO	1	0	
32	Spectrogram 1	1	49.4221	66769.42209	66769.99998	5160.839	7258.741	6468.75	6375	2097.902	1781.25	0.5779	0.512	-389	348	389	E:\2020-winter\HP37P1B\20201213_065500.WAV	13-12-2020	06:55:49	13-12-2020	06:55:49	VFNU	1	0	
34	Spectrogram 1	1	225.044	67665.04396	67665.54019	2596.859	3183.246	2812.5	2906.25	586.387	468.75	0.4962	0.3627	-630	756	756	E:\2020-winter\HP37P1B\20201213_071000.WAV	13-12-2020	07:13:45	13-12-2020	07:13:46	GRFL	1	0	
35	Spectrogram 1	1	220.603	67660.60302	67661.46985	7874.346	9633.508	8812.5	8718.75	1759.162	1500	0.8668	0.7627	-806	766	806	E:\2020-winter\HP37P1B\20201213_071000.WAV	13-12-2020	07:13:41	13-12-2020	07:13:41	BBFL	1	0	
38	Spectrogram 1	1	225.201	70545.201	70545.67211	1471.103	1975.482	1875	1781.25	504.379	468.75	0.4711	0.4	-893	1053	1053	E:\2020-winter\HP37P1B\20201213_081000.WAV	13-12-2020	08:13:45	13-12-2020	08:13:46	SHMY	1	0	
40	Spectrogram 1	1	2.3115	70802.31155	70802.84547	2143.608	3782.837	3281.25	3187.5	1639.229	1312.5	0.5339	0.4747	-1251	1050	1251	E:\2020-winter\HP37P1B\20201213_082000.WAV	13-12-2020	08:20:02	13-12-2020	08:20:03	RWBU	1	0	
43	Spectrogram 1	1	129.5226	71649.52259	71649.91832	6514.886	7943.958	7500	7406.25	1429.072	1125	0.3957	0.3307	-436	380	436	E:\2020-winter\HP37P1B\20201213_083500.WAV	13-12-2020	08:37:10	13-12-2020	08:37:10	VHPA	1	0	
44	Spectrogram 1	1	116.2563	72836.25627	72836.31908	609.457	987.741	750	750	378.284	281.25	0.0628	0.0373	-413	424	424	E:\2020-winter\HP37P1B\20201213_090000.WAV	13-12-2020	09:01:56	13-12-2020	09:01:56	MABA	1	0	
45	Spectrogram 1	1	5.961	73445.96104	73446.2123	2059.545	6220.665	5718.75	4593.75	4161.12	3656.25	0.2513	0.2133	-429	515	515	E:\2020-winter\HP37P1B\20201213_091500.WAV	13-12-2020	09:15:06	13-12-2020	09:15:06	AFBL	1	0	
46	Spectrogram 1	1	2.1294	73442.12939	73442.58793	1891.419	2269.702	2156.25	2156.25	378.283	281.25	0.4585	0.384	-625	598	625	E:\2020-winter\HP37P1B\20201213_091500.WAV	13-12-2020	09:15:02	13-12-2020	09:15:03	ASDR	1	0	
50	Spectrogram 1	1	46.2437	73486.24371	73488.56154	882.662	3446.585	2250	1968.75	2563.923	1687.5	2.3178	2.208	-1868	2478	2478	E:\2020-winter\HP37P1B\20201213_091500.WAV	13-12-2020	09:15:46	13-12-2020	09:15:49	UK	0	1	ASDR? 
51	Spectrogram 1	1	0	73680	73684.64195	3068.301	4161.121	3843.75	3750	1092.82	1031.25	4.642	3.9733	-1818	1813	1818	E:\2020-winter\HP37P1B\20201213_092000.WAV	13-12-2020	09:20:00	13-12-2020	09:20:05	MAPA	1	0	
52	Spectrogram 1	1	127.3367	66847.33667	66847.43717	5169.877	7733.8	7406.25	6750	2563.923	2156.25	0.1005	0.08	-555	461	555	E:\2020-winter\HP37P1B\20201213_065500.WAV	13-12-2020	06:57:07	13-12-2020	06:57:07	NIFP	1	0	
