Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
34	Spectrogram 1	1	5.8103	67445.81029	67445.96732	3866.9	7397.548	5812.5	5625	3530.648	2625	0.157	0.1173	-787	739	787	E:\2020-winter\HP4008R\20201213_065500.WAV	13-12-2020	06:55:06	13-12-2020	06:55:06	GRNW	1	0	
35	Spectrogram 1	1	32.544	67472.54396	67472.65075	2311.734	3446.585	3093.75	3093.75	1134.851	937.5	0.1068	0.08	-742	1111	1111	E:\2020-winter\HP4008R\20201213_065500.WAV	13-12-2020	06:55:33	13-12-2020	06:55:33	YBBU	1	0	
36	Spectrogram 1	1	168.3731	67608.3731	67608.72486	3782.837	6893.17	6000	5906.25	3110.333	1500	0.3518	0.272	-3084	3017	3084	E:\2020-winter\HP4008R\20201213_065500.WAV	13-12-2020	06:57:48	13-12-2020	06:57:49	BWFS	1	0	
37	Spectrogram 1	1	0	67920	67920.45226	4371.278	6136.602	4781.25	4875	1765.324	1031.25	0.4523	0.2827	-1253	1247	1253	E:\2020-winter\HP4008R\20201213_070500.WAV	13-12-2020	07:05:00	13-12-2020	07:05:00	WBBF	1	0	
40	Spectrogram 1	1	44.9498	69164.94974	69165.42084	5674.256	8406.305	7312.5	7218.75	2732.049	1500	0.4711	0.3147	-10008	10276	10276	E:\2020-winter\HP4008R\20201213_073000.WAV	13-12-2020	07:30:45	13-12-2020	07:30:45	VHPA	1	0	
41	Spectrogram 1	1	21.9472	70581.94723	70583.69346	1345.009	2185.639	2156.25	1875	840.63	562.5	1.7462	1.4453	-2489	3286	3286	E:\2020-winter\HP4008R\20201213_080000.WAV	13-12-2020	08:00:22	13-12-2020	08:00:24	GFGP	1	0	
42	Spectrogram 1	1	47.6005	70607.60049	70608.91958	3614.711	6136.602	5718.75	5625	2521.891	1687.5	1.3191	1.0507	-2245	2286	2286	E:\2020-winter\HP4008R\20201213_080000.WAV	13-12-2020	08:00:48	13-12-2020	08:00:49	ORMI	0	1	
43	Spectrogram 1	1	28.4736	70828.4736	70829.99998	2521.891	3992.995	3375	3187.5	1471.104	1031.25	1.5264	1.2693	-1417	1462	1462	E:\2020-winter\HP4008R\20201213_080500.WAV	13-12-2020	08:05:28	13-12-2020	08:05:29	CHBE	1	0	
44	Spectrogram 1	1	224.2588	71264.25879	71264.55401	798.599	1597.198	1125	1218.75	798.599	562.5	0.2952	0.2347	-597	637	637	E:\2020-winter\HP4008R\20201213_081000.WAV	13-12-2020	08:13:44	13-12-2020	08:13:45	HOCR	1	0	
46	Spectrogram 1	1	207.9334	72927.9334	72928.45476	462.347	1008.757	843.75	750	546.41	468.75	0.5214	0.4533	-2631	2230	2631	E:\2020-winter\HP4008R\20201213_084500.WAV	13-12-2020	08:48:28	13-12-2020	08:48:28	SPDO	1	0	
47	Spectrogram 1	1	52.098	73732.09799	73732.73869	7775.832	9793.345	9468.75	8718.75	2017.513	1781.25	0.6407	0.5813	-1000	1107	1107	E:\2020-winter\HP4008R\20201213_090500.WAV	13-12-2020	09:05:52	13-12-2020	09:05:53	BBFL	1	0	
48	Spectrogram 1	1	220.9673	74860.96733	74861.72738	1597.198	2143.608	1968.75	1968.75	546.41	281.25	0.76	0.624	-852	835	852	E:\2020-winter\HP4008R\20201213_092500.WAV	13-12-2020	09:28:41	13-12-2020	09:28:42	CSEA	1	0	
