Species,Photo_ML _ID,Eye_Measurement _pixels,Bill_Length_Measurement_pixels,Bill_Depth_Measurement_pixels,AVONET_Bill_Length_mm,AVONET_Bill_Depth_mm,Eye_Size_in_mm_calculated_by_bill_length,Eye_Size_in_mm_Calculated_by_bill_depth,Eye_Size_in_mm_averaged,Bill_Ratio_photo,Bill_Ratio_specimen,Error_of_bill_ratio
Pellorneum ruficeps,444311961,101.44,155.425,84.172,9.7,4.2,6.33,5.06,5.7,1.85,2.31,-0.2
Pellorneum ruficeps,301779641,102.87,186.688,85.988,9.7,4.2,5.34,5.02,5.18,2.17,2.31,-0.06
Pellorneum ruficeps,623942435,80.64,137.347,65.997,9.7,4.2,5.7,5.13,5.41,2.08,2.31,-0.1
Pellorneum ruficeps,126794261,111.67,222.928,101.237,9.7,4.2,4.86,4.63,4.75,2.2,2.31,-0.05
Pellorneum ruficeps,611424895,80.65,126.921,64.996,9.7,4.2,6.16,5.21,5.69,1.95,2.31,-0.15
Pellorneum ruficeps,94814611,65,117.381,47.058,9.7,4.2,5.37,5.8,5.59,2.49,2.31,0.08
Pellorneum ruficeps,623915393,72,121.202,58.519,9.7,4.2,5.76,5.17,5.47,2.07,2.31,-0.1
Pellorneum ruficeps,143314291,77.23,165.273,77.058,9.7,4.2,4.53,4.21,4.37,2.14,2.31,-0.07
Pellorneum ruficeps,633721543,72.2,122.262,54.452,9.7,4.2,5.73,5.57,5.65,2.25,2.31,-0.03
Pellorneum ruficeps,632777749,86.54,163.654,75.733,9.7,4.2,5.13,4.8,4.96,2.16,2.31,-0.06
Pellorneum ruficeps,619175005,105.63,181.715,87.489,9.7,4.2,5.64,5.07,5.35,2.08,2.31,-0.1
Pellorneum ruficeps,618362747,102.02,194.093,93.109,9.7,4.2,5.1,4.6,4.85,2.08,2.31,-0.1
Pycnonotus jocosus,299580921,66.09,144.641,76.199,9.1,4.8,4.16,4.16,4.16,1.9,1.9,0
Pycnonotus jocosus,142725241,66.42,132.284,63.404,9.1,4.8,4.57,5.03,4.8,2.09,1.9,0.1
Pycnonotus jocosus,249401231,43.98,80.103,42.838,9.1,4.8,5,4.93,4.96,1.87,1.9,-0.01
Pycnonotus jocosus,249401231,39.75,78.865,45.525,9.1,4.8,4.59,4.19,4.39,1.73,1.9,-0.09
Pycnonotus jocosus,515422671,73.16,130.43,72.25,9.1,4.8,5.1,4.86,4.98,1.81,1.9,-0.05
Pycnonotus jocosus,613750778,45.39,85.69,50.018,9.1,4.8,4.82,4.36,4.59,1.71,1.9,-0.1
Pycnonotus jocosus,308661641,130.38,256.676,128.524,9.1,4.8,4.62,4.87,4.75,2,1.9,0.05
Pycnonotus jocosus,626859526,68.07,131.492,70.612,9.1,4.8,4.71,4.63,4.67,1.86,1.9,-0.02
Pycnonotus jocosus,571057071,50.71,113.838,52.846,9.1,4.8,4.05,4.61,4.33,2.15,1.9,0.14
Pycnonotus jocosus,357845761,56.04,87.053,50.521,9.1,4.8,5.86,5.32,5.59,1.72,1.9,-0.09
Pycnonotus jocosus,251244521,36.98,72.555,37.331,9.1,4.8,4.64,4.76,4.7,1.94,1.9,0.03
Pycnonotus jocosus,601755931,80.17,147.691,81.61,9.1,4.8,4.94,4.72,4.83,1.81,1.9,-0.05
Pycnonotus jocosus,205942071,52.67,107.754,54.35,9.1,4.8,4.45,4.65,4.55,1.98,1.9,0.05
Pycnonotus jocosus,460559081,77.56,137.786,78.819,9.1,4.8,5.12,4.72,4.92,1.75,1.9,-0.08
Pycnonotus jocosus,609345817,55.6,113.42,56.485,9.1,4.8,4.46,4.72,4.59,2.01,1.9,0.06
Accipiter badius,613784321,51.18,71.431,72.56,12.1,11.6,8.67,8.18,8.43,0.98,1.04,-0.06
Accipiter badius,414520581,70.04,82.073,98.351,12.1,11.6,10.33,8.26,9.29,0.83,1.04,-0.2
Accipiter badius,612073512,81.32,97.441,95.228,12.1,11.6,10.1,9.91,10,1.02,1.04,-0.02
Accipiter badius,627545471,92.22,114.462,117.02,12.1,11.6,9.75,9.14,9.44,0.98,1.04,-0.06
Accipiter badius,541751011,68.59,67.516,86.538,12.1,11.6,12.29,9.19,10.74,0.78,1.04,-0.25
Accipiter badius,555561381,54.42,51.343,87.313,12.1,11.6,12.83,7.23,10.03,0.59,1.04,-0.44
Accipiter badius,174548571,54.13,53.263,61.169,12.1,11.6,12.3,10.26,11.28,0.87,1.04,-0.17
Accipiter badius,301477721,57.11,82.882,65.178,12.1,11.6,8.34,10.16,9.25,1.27,1.04,0.22
Accipiter badius,297917591,92.58,111.142,128.035,12.1,11.6,10.08,8.39,9.23,0.87,1.04,-0.17
Accipiter badius,174323561,58.66,61.664,67.428,12.1,11.6,11.51,10.09,10.8,0.91,1.04,-0.12
Accipiter badius,631521229,62.2,68.007,75.267,12.1,11.6,11.07,9.59,10.33,0.9,1.04,-0.13
Accipiter badius,173558141,67.81,70.317,88.109,12.1,11.6,11.67,8.93,10.3,0.8,1.04,-0.23
Accipiter badius,624026099,46.54,57.334,68.771,12.1,11.6,9.82,7.85,8.84,0.83,1.04,-0.2
Accipiter badius,480750121,58.75,71.318,79.424,12.1,11.6,9.97,8.58,9.27,0.9,1.04,-0.14
Accipiter badius,306624311,48.59,56.394,58.612,12.1,11.6,10.42,9.62,10.02,0.96,1.04,-0.08
Accipiter badius,143858901,68.24,83.868,71.231,12.1,11.6,9.84,11.11,10.48,1.18,1.04,0.13
Accipiter badius,626224792,73.01,78.79,88.336,12.1,11.6,11.21,9.59,10.4,0.89,1.04,-0.14
Accipiter badius,313169341,74.48,101.096,106.903,12.1,11.6,8.91,8.08,8.5,0.95,1.04,-0.09
Accipiter badius,93849641,64.51,81.096,70.95,12.1,11.6,9.63,10.55,10.09,1.14,1.04,0.1
Accipiter badius,106975821,100.54,98.843,130.638,12.1,11.6,12.31,8.93,10.62,0.76,1.04,-0.27
Picumnus innominatus,126035761,58.66,142.046,87.864,9.2,4.6,3.8,3.07,3.44,1.62,2,-0.19
Picumnus innominatus,174326201,52.83,134.04,81.096,9.2,4.6,3.63,3,3.31,1.65,2,-0.17
Picumnus innominatus,629122424,46.62,124.973,66.727,9.2,4.6,3.43,3.21,3.32,1.87,2,-0.06
Picumnus innominatus,459897771,81.5,181.638,93.736,9.2,4.6,4.13,4,4.06,1.94,2,-0.03
Picumnus innominatus,638356988,92.05,201.955,124.788,9.2,4.6,4.19,3.39,3.79,1.62,2,-0.19
Picumnus innominatus,219289171,75.93,196.492,113.024,9.2,4.6,3.56,3.09,3.32,1.74,2,-0.13
Picumnus innominatus,627718133,63.71,146.872,84.843,9.2,4.6,3.99,3.45,3.72,1.73,2,-0.13
Picumnus innominatus,608381558,49.09,145.344,68.2,9.2,4.6,3.11,3.31,3.21,2.13,2,0.07
Picumnus innominatus,591269311,84.98,221.55,111.818,9.2,4.6,3.53,3.5,3.51,1.98,2,-0.01
Picumnus innominatus,632037071,43.55,112.599,62.62,9.2,4.6,3.56,3.2,3.38,1.8,2,-0.1
Picumnus innominatus,631959264,101.32,240.934,126.752,9.2,4.6,3.87,3.68,3.77,1.9,2,-0.05
Picumnus innominatus,629897874,52.83,116.017,63.008,9.2,4.6,4.19,3.86,4.02,1.84,2,-0.08
Picumnus innominatus,627164060,64.94,159.657,107.542,9.2,4.6,3.74,2.78,3.26,1.48,2,-0.26
Picumnus innominatus,621395262,74.37,209.502,81.006,9.2,4.6,3.27,4.22,3.74,2.59,2,0.29
Picumnus innominatus,616502801,100.29,228.37,118,9.2,4.6,4.04,3.91,3.97,1.94,2,-0.03
Picumnus innominatus,382599731,132.66,291.139,157.003,9.2,4.6,4.19,3.89,4.04,1.85,2,-0.07
Picumnus innominatus,222408021,68.77,173.966,93.472,9.2,4.6,3.64,3.38,3.51,1.86,2,-0.07
Dryocopus javensis,268676931,41.31,205.588,68.953,43.4,12.8,8.72,7.67,8.19,2.98,3.39,-0.12
Dryocopus javensis,623946445,51.08,256.272,80.742,43.4,12.8,8.65,8.1,8.37,3.17,3.39,-0.06
Dryocopus javensis,430184431,65.52,386.039,123.556,43.4,12.8,7.37,6.79,7.08,3.12,3.39,-0.08
Dryocopus javensis,613419520,43.2,305.585,80.772,43.4,12.8,6.14,6.85,6.49,3.78,3.39,0.12
Dryocopus javensis,626787178,44.73,281.335,80.649,43.4,12.8,6.9,7.1,7,3.49,3.39,0.03
Dryocopus javensis,624212570,51.92,200.82,77.719,43.4,12.8,11.22,8.55,9.89,2.58,3.39,-0.24
Dryocopus javensis,637867005,51.34,217.202,69.334,43.4,12.8,10.26,9.48,9.87,3.13,3.39,-0.08
Dryocopus javensis,636327461,37.21,184.966,64.002,43.4,12.8,8.73,7.44,8.09,2.89,3.39,-0.15
Dryocopus javensis,601575181,40.58,201.208,68.593,43.4,12.8,8.75,7.57,8.16,2.93,3.39,-0.13
Dryocopus javensis,608655502,46.05,222.576,70.803,43.4,12.8,8.98,8.32,8.65,3.14,3.39,-0.07
Dryocopus javensis,616258451,42.85,217.098,66.092,43.4,12.8,8.57,8.3,8.43,3.28,3.39,-0.03
Dryocopus javensis,569041681,57.37,266.28,80.96,43.4,12.8,9.35,9.07,9.21,3.29,3.39,-0.03
Dryocopus javensis,620581659,59.06,312.464,86.023,43.4,12.8,8.2,8.79,8.5,3.63,3.39,0.07
Dryocopus javensis,620978337,29.03,133.593,45.139,43.4,12.8,9.43,8.23,8.83,2.96,3.39,-0.13
Dryocopus javensis,268676941,44.47,203.924,66.888,43.4,12.8,9.46,8.51,8.99,3.05,3.39,-0.1
Dryocopus javensis,641004722,52.1,258.912,82.217,43.4,12.8,8.73,8.11,8.42,3.15,3.39,-0.07
Halcyon smyrnensis,611613141,70.51,487.583,141.877,48.4,14.3,7,7.11,7.05,3.44,3.38,0.02
Halcyon smyrnensis,354286241,123.41,711.512,240.169,48.4,14.3,8.39,7.35,7.87,2.96,3.38,-0.12
Halcyon smyrnensis,255094651,69.35,373.209,125.643,48.4,14.3,8.99,7.89,8.44,2.97,3.38,-0.12
Halcyon smyrnensis,394057931,97.83,529.079,162.975,48.4,14.3,8.95,8.58,8.77,3.25,3.38,-0.04
Halcyon smyrnensis,20205321,80.1,485.053,134.015,48.4,14.3,7.99,8.55,8.27,3.62,3.38,0.07
Halcyon smyrnensis,605525351,120.01,710.372,216.043,48.4,14.3,8.18,7.94,8.06,3.29,3.38,-0.03
Halcyon smyrnensis,214771061,66.77,453.018,137,48.4,14.3,7.13,6.97,7.05,3.31,3.38,-0.02
Halcyon smyrnensis,145000621,110.37,659.212,196.163,48.4,14.3,8.1,8.05,8.07,3.36,3.38,-0.01
Halcyon smyrnensis,396136591,81.49,420.544,147.031,48.4,14.3,9.38,7.93,8.65,2.86,3.38,-0.15
Halcyon smyrnensis,512210681,95.53,520.505,159.452,48.4,14.3,8.88,8.57,8.73,3.26,3.38,-0.04
Halcyon smyrnensis,630048669,86.96,576.841,173.22,48.4,14.3,7.3,7.18,7.24,3.33,3.38,-0.02
Halcyon smyrnensis,124698571,93.34,549,177.025,48.4,14.3,8.23,7.54,7.88,3.1,3.38,-0.08
Halcyon smyrnensis,549411991,81,388.96,139.004,48.4,14.3,10.08,8.33,9.21,2.8,3.38,-0.17
Halcyon smyrnensis,328958911,64.38,364.157,107.168,48.4,14.3,8.56,8.59,8.57,3.4,3.38,0
Halcyon smyrnensis,269211321,71.02,401.842,140.175,48.4,14.3,8.55,7.24,7.9,2.87,3.38,-0.15
Halcyon smyrnensis,526901971,101.3,659.03,189.737,48.4,14.3,7.44,7.64,7.54,3.47,3.38,0.03
